Địa phương,Năm,Tỷ lệ dân số từ 15 tuổi trở lên biết chữ (%),Tỷ lệ lao động từ 15 tuổi trở lên đang làm việc trong nền kinh tế đã qua đào tạo (%),Tỷ lệ lao động từ 15 tuổi trở lên đang làm việc so với tổng dân số (%),Lực lượng lao động từ 15 tuổi trở lên (Nghìn người),"Bình quân Thu nhập từ tiền lương, tiền công","Bình quân Thu nhập từ nông, lâm nghiệp, thuỷ sản","Bình quân Thu nhập phi nông, lâm nghiệp, thuỷ sản",Bình quân Các khoản thu nhập khác,Bình quân thu nhập Nhóm 1,Bình quân thu nhập Nhóm 2,Bình quân thu nhập ,Bình quân thu nhập Nhóm 4,Bình quân thu nhập Nhóm 5,Tuổi kết hôn trung bình lần đầu,Nam,Nông thôn,Nữ,Thành thị,Tỷ lệ tăng tự nhiên (‰),Tỷ suất chết thô (‰),Tỷ suất sinh thô (‰),Trung bình số con/phụ nữ,Chỉ số giá sinh hoạt theo không gian theo địa phương (Hà Nội = 100%) (%),Số vụ ly hôn,Số nam/100 nữ,Tỷ suất di cư thuần (‰),Số lượng Kết hôn lần đầu,Số lượng Kết hôn lần thứ 2 trở lên,Thu nhập bình quân đầu người một tháng - Nhóm thu nhập thấp nhất,Thu nhập bình quân đầu người một tháng - Nhóm thu nhập cao nhất,Nhóm thu nhập cao nhất so với nhóm thu nhập thấp nhất (Lần),Diện tích(Km2),Dân số trung bình (Nghìn người),Mật độ dân số (Người/km2),Vùng,Bình quân dân số (Nghìn người),Tỷ lệ dân số Nông thôn,Tỷ lệ dân số Thành thị,Phân bố dân số
Tiền Giang,2012,95.7,7.9,60.2,1033.2,773000,493000,404000,271000,622000,1099000,1541000,2152000,4277000,,829.81,1460.59,862.65,231.87,7.7,6.6,14.3,1.79,85.47,,96.19,-1.3,,,622000,4277000,6.9,2508.3,1692.5,674.76,Đồng bằng sông Cửu Long,1692.46,0.862998239,0.137001761,Hơn 2/3 dân số sống tại Nông thôn
Tiền Giang,2013,95.2,9.8,61.9,1074.9,,,,,,,,,,24.3,836.87,1472.08,868.9,233.69,6.7,6.9,13.6,1.78,85.95,828,96.31,3.3,,,,,,2508.6,1703.4,679.02,Đồng bằng sông Cửu Long,1705.77,0.863000287,0.136999713,Hơn 2/3 dân số sống tại Nông thôn
Tiền Giang,2014,94.5,9.14,60.3,1052.87,1049000,656000,560000,331000,849000,1533000,2034000,2760000,5801000,24.4,841.71,1475.83,874.38,240.25,4.9,8.3,13.1,1.75,86.39,864,96.26,0.3,,,849000,5801000,6.8,2509.3,1716.1,684,Đồng bằng sông Cửu Long,1716.08,0.860000699,0.139999301,Hơn 2/3 dân số sống tại Nông thôn
Tiền Giang,2015,94.9,12.7,61.6,1083.7,,,,,,,,,,24.7,847.9,1486.7,880.8,242,5.8,6.1,11.8,1.62,88.4,1146,96.3,-1,,,,,,2509.3,1728.7,689,Đồng bằng sông Cửu Long,1728.7,0.860010412,0.139989588,Hơn 2/3 dân số sống tại Nông thôn
Tiền Giang,2016,95.3,11.5,61.5,1095.8,1302000,817000,633000,387000,1028000,1819000,2447000,3269000,7144000,24.9,853.5,1496.5,886.6,243.6,5.7,8.6,14.4,2,94.8,1140,96.3,2.1,,,1028000,7144000,6.9,2510.5,1740.2,693,Đồng bằng sông Cửu Long,1740.1,0.860008046,0.139991954,Hơn 2/3 dân số sống tại Nông thôn
Tiền Giang,2017,94.9,10.2,61.6,1102.3,,,,,,,,,,25,859.3,1506.6,892.5,245.3,4.4,9.2,13.6,1.99,92.48,1251,96.3,0.3,,,,,,2510.6,1751.8,698,Đồng bằng sông Cửu Long,1751.9,0.859980592,0.140019408,Hơn 2/3 dân số sống tại Nông thôn
Tiền Giang,2018,94.9,11.8,63.1,1125.8,1783000,981000,762000,458000,1183000,2413000,3157000,4101000,9090000,25.4,863,1512.8,896.1,246.3,0,11.2,11.3,1.68,92.27,1301,96.3,-0.8,13635,1482,1183000,9090000,7.7,2510.6,1762.3,702,Đồng bằng sông Cửu Long,1759.1,0.85998522,0.14001478,Hơn 2/3 dân số sống tại Nông thôn
Tiền Giang,2019,95.9,11.7,62.6,1123.5,2009000,994000,919000,374000,1176000,2885000,3633000,4712000,9087000,25.4,866.9,1519,899.4,247.3,4.7,7.8,12.6,1.82,93.97,1290,96.38,-5,12577,2206,1176000,9087000,7.7,2510.6,1766.3,704,Đồng bằng sông Cửu Long,1766.3,0.859989809,0.140010191,Hơn 2/3 dân số sống tại Nông thôn
Tiền Giang,2020,95.08,14.2,60.99,1112.13,,,,,1729440,2847200,3633730,5240260,9238590,26.02,868.87,1520.64,903.67,251.91,5.58,7.51,13.1,1.85,93.11,1154,96.15,-3.42,11817,1671,1729400,9238600,5.3,2510.61,1772.54,706,Đồng bằng sông Cửu Long,1772.55,0.857882711,0.142117289,Hơn 2/3 dân số sống tại Nông thôn
Tiền Giang,2021,95.55,13.84,55.26,1051.3,,,,,1523850,2616510,3356080,4371930,7816140,26,872.13,1525.77,907.29,253.64,4.87,7.29,12.16,1.83,93.01,916,96.13,-5.02,8006,1264,1523900,7816100,5.1,2556.36,1779.42,696,Đồng bằng sông Cửu Long,1779.41,0.857458371,0.142541629,Hơn 2/3 dân số sống tại Nông thôn
Trà Vinh,2007,,,54.7,570,,,,,,,,,,,493.7,849.7,503.5,147.5,11.7,4.4,16.1,1.89,,,98.1,-4.3,,,,,,,,,Đồng bằng sông Cửu Long,997.2,0.85208584,0.14791416,Hơn 2/3 dân số sống tại Nông thôn
Trà Vinh,2008,,7.7,53.7,564.6,,,,,,,,,,,495,850.1,505.8,150.7,9.6,4.8,14.4,1.79,,,97.9,4.4,,,,,,,,,Đồng bằng sông Cửu Long,1000.8,0.849420464,0.150579536,Hơn 2/3 dân số sống tại Nông thôn
Trà Vinh,2009,87.2,6.9,57.9,609.7,,,,,,,,,,,494.1,849.5,509.1,153.7,9.5,7.4,16.9,1.86,,,97.1,-12.1,,,,,,,,,Đồng bằng sông Cửu Long,1003.2,0.846790271,0.153209729,Hơn 2/3 dân số sống tại Nông thôn
Trà Vinh,2010,85,8,56.2,582.9,312800,373300,258500,144400,336000,549000,778000,1199000,2571000,24.3,494.41,848.13,509.37,155.65,7.2,7.3,14.5,1.8,79.12,,97.06,-4.1,,,336000,2571000,7.7,,,,Đồng bằng sông Cửu Long,1003.78,0.844936141,0.155063859,Hơn 2/3 dân số sống tại Nông thôn
Trà Vinh,2011,85.8,7.8,58.9,611.4,,,,,,,,,,,494.67,846.76,509.68,157.59,7,7.1,14.1,1.8,,,97.05,-1.3,,,,,,2341.2,1013.1,432.73,Đồng bằng sông Cửu Long,1004.35,0.843092547,0.156907453,Hơn 2/3 dân số sống tại Nông thôn
Trà Vinh,2012,89.3,12.7,58.1,596.3,433000,377000,266000,322000,401000,717000,1035000,1490000,3325000,,495.02,845.53,510.1,159.59,9,7.2,16.3,2.06,78.17,,97.04,-4.7,,,401000,3325000,8.3,2341.2,1018.4,434.99,Đồng bằng sông Cửu Long,1005.12,0.841222939,0.158777061,Hơn 2/3 dân số sống tại Nông thôn
Trà Vinh,2013,88.5,12.4,58,600.2,,,,,,,,,,23.8,495.27,843.53,510.35,162.1,6.6,7.7,14.3,1.89,79.17,220,97.04,2.2,,,,,,2341.2,1023.9,437.34,Đồng bằng sông Cửu Long,1005.63,0.838807514,0.161192486,Hơn 2/3 dân số sống tại Nông thôn
Trà Vinh,2014,87.1,13.21,58.5,596.1,739000,703000,361000,295000,577000,1091000,1640000,2362000,4805000,24.5,495.57,841.29,510.66,164.95,8.4,6.6,15,1.94,79.33,299,97.05,-5,,,577000,4805000,8.3,2341.2,1029.3,440,Đồng bằng sông Cửu Long,1006.24,0.836072905,0.163927095,Hơn 2/3 dân số sống tại Nông thôn
Trà Vinh,2015,88.3,10.4,57.6,595.6,,,,,,,,,,24.5,495.9,840.3,511,166.5,7.1,7.4,14.5,2.04,80.72,322,97,-2.7,,,,,,2341.2,1034.6,442,Đồng bằng sông Cửu Long,1006.8,0.834624553,0.165375447,Hơn 2/3 dân số sống tại Nông thôn
Trà Vinh,2016,87.4,11.5,57.4,592.3,764000,741000,436000,279000,622000,1185000,1663000,2403000,5245000,24.5,496.2,839.2,511.4,168.4,9,7.7,16.7,2.36,92.93,345,97,-2.5,,,622000,5245000,8.4,2358.2,1040.5,441,Đồng bằng sông Cửu Long,1007.6,0.832870187,0.167129813,Hơn 2/3 dân số sống tại Nông thôn
Trà Vinh,2017,88.5,12.1,57.8,593.2,,,,,,,,,,24.7,496.4,838.3,511.7,169.8,7.6,8,15.6,2.25,89.45,474,97,-1.1,,,,,,2358.3,1045.6,443,Đồng bằng sông Cửu Long,1008.1,0.831564329,0.168435671,Hơn 2/3 dân số sống tại Nông thôn
Trà Vinh,2018,87.8,10.9,57,588.1,936000,888000,463000,583000,778000,1521000,2161000,3003000,6908000,24.8,496.7,836.8,512.1,172,6.5,6.4,12.9,1.94,90.84,344,97,-11.2,8509,1054,778000,6908000,8.9,2358.3,1049.8,445,Đồng bằng sông Cửu Long,1008.8,0.829500397,0.170499603,Hơn 2/3 dân số sống tại Nông thôn
Trà Vinh,2019,89.5,11.8,55.9,578.7,1193000,915000,643000,386000,806000,1631000,2543000,3461000,7268000,25.1,496.9,835.2,512.4,174.1,6,7.4,13.4,1.96,92.4,275,96.98,-8.9,7452,1221,806000,7268000,9,2358.3,1009.3,428,Đồng bằng sông Cửu Long,1009.3,0.827504211,0.172495789,Hơn 2/3 dân số sống tại Nông thôn
Trà Vinh,2020,88.7,11.56,54.46,561.34,,,,,1068270,1889050,2547900,3314950,8395150,25.42,496.89,834.11,513.05,175.83,6.74,7.11,13.85,2,90.75,301,96.85,-21.49,6565,879,1068300,8395200,7.9,2358.26,1009.94,428,Đồng bằng sông Cửu Long,1009.94,0.825900549,0.174099451,Hơn 2/3 dân số sống tại Nông thôn
Trà Vinh,2021,89.68,10.77,50.76,535.8,,,,,963790,1461580,2436360,3551450,8089780,25.72,501.17,840.27,517.47,178.36,4.7,8.78,13.48,1.99,87.61,292,96.85,-11.21,4763,736,963800,8089800,8.4,2390.76,1018.63,426,Đồng bằng sông Cửu Long,1018.63,0.824902074,0.175097926,Hơn 2/3 dân số sống tại Nông thôn
Tuyên Quang,2007,,,56.3,421.7,,,,,,,,,,,356.3,632.9,363.1,86.5,10.8,6.6,17.4,2.05,,,98.1,-3.3,,,,,,,,,Trung du và miền núi phía Bắc,719.4,0.879760912,0.120239088,Hơn 2/3 dân số sống tại Nông thôn
Tuyên Quang,2008,,14.6,59.4,443.1,,,,,,,,,,,357.5,633.4,366,90.1,12,5.2,17.1,2.05,,,97.7,-0.5,,,,,,,,,Trung du và miền núi phía Bắc,723.5,0.875466482,0.124533518,Hơn 2/3 dân số sống tại Nông thôn
Tuyên Quang,2009,93,12.4,62.4,461.7,,,,,,,,,,,363.3,630.9,361.9,94.3,11.8,6.2,18,2.1,,,100.4,-5.9,,,,,,,,,Trung du và miền núi phía Bắc,725.2,0.869966906,0.130033094,Hơn 2/3 dân số sống tại Nông thôn
Tuyên Quang,2010,94.2,14.3,59.7,443.2,348000,344000,125000,70000,293000,478000,729000,1027000,1910000,23.2,365.77,634.3,363.99,95.45,10.8,6.2,17,2.07,87.39,,100.49,-1.9,,,293000,1910000,6.5,,,,Trung du và miền núi phía Bắc,729.75,0.869201781,0.130798219,Hơn 2/3 dân số sống tại Nông thôn
Tuyên Quang,2011,94,11.3,60.9,452.5,,,,,,,,,,,367.88,637.06,365.71,96.54,10.2,7,17.1,2.1,,,100.59,-9.8,,,,,,5867.3,734.9,125.25,Trung du và miền núi phía Bắc,733.6,0.868402399,0.131597601,Hơn 2/3 dân số sống tại Nông thôn
Tuyên Quang,2012,93.5,16.3,62.3,470.7,472000,410000,194000,86000,371000,590000,926000,1375000,2543000,,370.55,640.75,367.98,97.78,10.4,8,18.4,2.18,87.12,,100.7,-1.4,,,371000,2543000,6.8,5867.3,740.8,126.26,Trung du và miền núi phía Bắc,738.53,0.867601858,0.132398142,Hơn 2/3 dân số sống tại Nông thôn
Tuyên Quang,2013,93.2,16.9,63.5,478,,,,,,,,,,22.3,373.17,644.34,370.2,99.03,10.6,8,18.6,2.35,88.6,83,100.8,-1.8,,,,,,5867.3,747.2,127.35,Trung du và miền núi phía Bắc,743.37,0.866782356,0.133217644,Hơn 2/3 dân số sống tại Nông thôn
Tuyên Quang,2014,94.8,19.57,63.5,481.86,683000,498000,243000,147000,506000,771000,1189000,1934000,3452000,22.8,376.49,649.12,373.1,100.47,14.5,7.6,22.2,2.73,88.96,89,100.91,-2.4,,,506000,3452000,6.8,5867.3,753.8,128,Trung du và miền núi phía Bắc,749.59,0.865966728,0.134033272,Hơn 2/3 dân số sống tại Nông thôn
Tuyên Quang,2015,94.5,20.7,61.9,472.6,,,,,,,,,,22.6,380,654.2,376.2,102,12.5,8,20.5,2.74,88.91,128,101,-2.4,,,,,,5867.3,760.3,130,Trung du và miền núi phía Bắc,756.2,0.865115049,0.134884951,Hơn 2/3 dân số sống tại Nông thôn
Tuyên Quang,2016,94.6,20.2,61.1,471.5,741000,528000,315000,175000,586000,882000,1306000,1962000,4071000,22.6,383.8,659.8,379.6,103.6,13.4,6.9,20.3,2.72,95.09,125,101.1,-1.9,,,586000,4071000,6.9,5867.9,766.9,131,Trung du và miền núi phía Bắc,763.4,0.864291328,0.135708672,Hơn 2/3 dân số sống tại Nông thôn
Tuyên Quang,2017,94.9,16.1,60.8,472.3,,,,,,,,,,22.9,387.6,665.3,382.9,105.2,11.3,7.3,18.6,2.68,94.05,146,101.2,-1.3,,,,,,5867.9,773.5,132,Trung du và miền núi phía Bắc,770.5,0.863465282,0.136534718,Hơn 2/3 dân số sống tại Nông thôn
Tuyên Quang,2018,94.7,19.4,61,480.6,1052000,501000,428000,282000,645000,1227000,1871000,2814000,4773000,23.2,391.7,671.5,386.6,106.9,8.7,7.6,16.3,2.62,94.33,181,101.3,-3.1,5535,732,645000,4773000,7.4,5867.9,780.1,133,Trung du và miền núi phía Bắc,778.4,0.862667009,0.137332991,Hơn 2/3 dân số sống tại Nông thôn
Tuyên Quang,2019,94.3,20.7,61.5,489.8,1264000,406000,506000,260000,694000,1320000,2089000,2895000,5224000,23.2,395.9,677.6,390.3,108.6,9.2,7.1,16.3,2.51,95.2,216,101.43,-7.6,5120,548,694000,5224000,7.5,5867.9,786.3,134,Trung du và miền núi phía Bắc,786.2,0.861867209,0.138132791,Hơn 2/3 dân số sống tại Nông thôn
Tuyên Quang,2020,93.94,21.32,59.82,480.5,,,,,786070,1456450,2380500,3028350,5794070,23.9,399.22,683.33,393.68,109.56,10.31,6.81,17.12,2.5,93.85,380,101.41,-10.64,4623,530,786100,5794100,7.4,5867.9,792.9,135,Trung du và miền núi phía Bắc,792.89,0.861821943,0.138178057,Hơn 2/3 dân số sống tại Nông thôn
Tuyên Quang,2021,94.99,23.07,45.73,379,,,,,811330,1616500,2663150,3623650,5696870,24.14,403.56,690.37,398.11,111.3,8.4,6.23,14.63,2.42,93.1,338,101.37,-8.92,3778,624,811300,5696900,7,5867.95,801.67,137,Trung du và miền núi phía Bắc,801.67,0.861164818,0.138835182,Hơn 2/3 dân số sống tại Nông thôn
Tây Ninh,2007,,,55.5,609.1,,,,,,,,,,,518,891.6,535,161.4,11.3,5.5,16.8,1.89,,,96.8,-5,,,,,,,,,Ðông Nam Bộ,1053,0.846723647,0.153276353,Hơn 2/3 dân số sống tại Nông thôn
Tây Ninh,2008,,9.4,56.9,619,,,,,,,,,,,525,895.5,535.5,165,10.4,4.6,15.1,1.79,,,98,-5.3,,,,,,,,,Ðông Nam Bộ,1060.5,0.844413013,0.155586987,Hơn 2/3 dân số sống tại Nông thôn
Tây Ninh,2009,92.9,8.8,56.3,621.6,,,,,,,,,,,531,900.9,536.2,166.3,8.3,7.5,15.8,1.79,,,99,-3.9,,,,,,,,,Ðông Nam Bộ,1067.2,0.844171664,0.155828336,Hơn 2/3 dân số sống tại Nông thôn
Tây Ninh,2010,92.1,9.6,56.6,623.7,494200,516000,311800,113500,554000,771000,1005000,1342000,3494000,24.4,535.84,906.48,540.65,170,8.7,7.5,16.1,1.77,83.75,,99.11,-3.9,,,554000,3494000,6.3,,,,Ðông Nam Bộ,1076.48,0.842077883,0.157922117,Hơn 2/3 dân số sống tại Nông thôn
Tây Ninh,2011,92.7,9.1,58.9,650.4,,,,,,,,,,,542.83,915.63,547.23,174.43,8.9,7.2,16.2,1.8,,,99.2,-1.7,,,,,,4039.7,1082,267.84,Ðông Nam Bộ,1090.06,0.839981285,0.160018715,Hơn 2/3 dân số sống tại Nông thôn
Tây Ninh,2012,91.8,10.3,58.9,658.2,886000,616000,431000,167000,811000,1222000,1537000,1959000,4952000,,549.72,924.51,553.69,178.9,8.7,7.4,16.1,1.93,83.96,,99.28,0,,,811000,4952000,6.1,4039.7,1089.7,269.75,Ðông Nam Bộ,1103.41,0.837866251,0.162133749,Hơn 2/3 dân số sống tại Nông thôn
Tây Ninh,2013,93.4,11.8,58.5,655.8,,,,,,,,,,24.2,553.94,928.81,557.46,182.58,7.5,7.4,14.9,1.78,85.02,494,99.37,-2.7,,,,,,4032.6,1096.9,272.01,Ðông Nam Bộ,1111.39,0.835719234,0.164280766,Hơn 2/3 dân số sống tại Nông thôn
Tây Ninh,2014,93.1,11.88,57.1,646.8,1155000,584000,754000,303000,1081000,1589000,2051000,2606000,6650000,25,558.83,914.18,561.9,206.55,7,7.3,14.3,1.76,85.34,509,99.45,-0.8,,,1081000,6650000,6.2,4032.6,1104.2,274,Ðông Nam Bộ,1120.73,0.815700481,0.184299519,Hơn 2/3 dân số sống tại Nông thôn
Tây Ninh,2015,93.4,14.2,57.6,660.2,,,,,,,,,,25.2,563.6,923,566.3,206.9,7.3,7.8,15.1,1.88,89.36,721,99.5,-2.4,,,,,,4032.6,1111.5,276,Ðông Nam Bộ,1129.9,0.81688645,0.18311355,Hơn 2/3 dân số sống tại Nông thôn
Tây Ninh,2016,93.9,14.1,58.3,674.3,1556000,608000,910000,317000,1282000,1979000,2539000,3249000,7946000,25.6,568.8,932.5,570.9,207.2,5.5,8.5,14,1.76,94.63,648,99.6,-0.7,,,1282000,7946000,6.2,4041.4,1118.8,277,Ðông Nam Bộ,1139.7,0.818197771,0.181802229,Hơn 2/3 dân số sống tại Nông thôn
Tây Ninh,2017,94.9,14.1,59.4,692.2,,,,,,,,,,26.2,574.7,943.6,576.4,207.5,6.9,5.8,12.7,1.66,93.54,645,99.7,-0.8,,,,,,4041.3,1126.2,279,Ðông Nam Bộ,1151.1,0.819737642,0.180262358,Hơn 2/3 dân số sống tại Nông thôn
Tây Ninh,2018,94.3,14.8,57.5,676.9,2140000,649000,1038000,432000,1501000,2477000,3224000,4252000,9888000,26.1,579.8,952.9,580.9,207.8,3,7.4,10.5,1.46,93.11,892,99.8,-0.8,8523,1680,1501000,9888000,6.6,4041.3,1133.4,280,Ðông Nam Bộ,1160.7,0.820970104,0.179029896,Hơn 2/3 dân số sống tại Nông thôn
Tây Ninh,2019,94.9,12.7,59.4,707,2465000,569000,1166000,348000,1482000,2649000,3928000,4909000,9824000,25.8,585.5,963.4,586.2,208.3,4.3,7.4,11.6,1.53,94.05,708,99.88,-1.5,7890,1913,1482000,9824000,6.6,4041.3,1171.7,290,Ðông Nam Bộ,1171.7,0.822224119,0.177775881,Hơn 2/3 dân số sống tại Nông thôn
Tây Ninh,2020,93.96,14.7,57.83,692.83,,,,,1674220,2759600,3604680,4502830,8708150,26.58,589.5,797.22,588.83,381.11,5.54,7.06,12.6,1.67,92.04,639,100.11,-0.55,6804,1897,1674200,8708200,5.2,4041.25,1178.33,292,Ðông Nam Bộ,1178.33,0.676567685,0.323432315,Hơn 2/3 dân số sống tại Nông thôn
Tây Ninh,2021,93.99,16.01,54.1,655.6,,,,,1558120,2548890,3346720,4512600,8239860,26.85,591.29,799.27,590.62,382.64,3.72,8.54,12.26,1.65,89.21,437,100.11,3.73,4797,1469,1558100,8239900,5.3,4041.65,1181.91,292,Ðông Nam Bộ,1181.91,0.676252845,0.323747155,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Long,2007,,,57.7,621.7,,,,,,,,,,,497.2,867.6,525.6,155.2,10.1,4.9,15,1.76,,,94.6,-5.2,,,,,,,,,Đồng bằng sông Cửu Long,1022.8,0.848259679,0.151740321,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Long,2008,,6.6,59.8,631.6,,,,,,,,,,,501.3,867.5,522.7,156.5,9.7,4.8,14.5,1.75,,,95.9,-3.9,,,,,,,,,Đồng bằng sông Cửu Long,1024,0.847167969,0.152832031,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Long,2009,94.6,8.4,58.2,617.5,,,,,,,,,,,504.6,868.2,520.5,156.9,6.8,6.9,13.7,1.63,,,96.9,-10.4,,,,,,,,,Đồng bằng sông Cửu Long,1025.1,0.846941762,0.153058238,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Long,2010,93.2,7.7,57,612,377000,357200,318600,186300,455000,719000,983000,1318000,2717000,25.2,504.87,868.62,520.73,156.98,6,6.9,12.9,1.65,84.31,,96.95,-13.4,,,455000,2717000,6,,,,Đồng bằng sông Cửu Long,1025.6,0.846938378,0.153061622,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Long,2011,93,9.2,58.6,620.4,,,,,,,,,,,504.55,867.85,520.3,157,5.3,7,12.4,1.63,,,96.97,-3.9,,,,,,1496.8,1029.1,687.53,Đồng bằng sông Cửu Long,1024.85,0.84680685,0.15319315,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Long,2012,93.8,10.9,58.6,614,601000,446000,400000,297000,599000,1056000,1454000,1970000,3624000,,503.49,865.57,519.12,157.03,9.2,7.1,16.3,2.14,84.55,,96.99,-1.3,,,599000,3624000,6,1504.9,1034.5,687.42,Đồng bằng sông Cửu Long,1022.6,0.846440446,0.153559554,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Long,2013,93.4,10.4,58.5,615.9,,,,,,,,,,24.5,504.14,855.55,519.7,168.3,7.6,7.5,15,2.02,83.77,508,97.01,2.7,,,,,,1520.2,1037.8,682.67,Đồng bằng sông Cửu Long,1023.85,0.835620452,0.164379548,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Long,2014,93.9,11.94,59.1,617.05,802000,593000,418000,392000,793000,1244000,1746000,2445000,4773000,25.5,504.14,855.21,519.61,168.54,6.5,8,14.5,1.98,83.54,478,97.02,-4.9,,,793000,4773000,6,1520.2,1041.5,685,Đồng bằng sông Cửu Long,1023.75,0.835369963,0.164630037,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Long,2015,93.7,13.8,59.3,613.4,,,,,,,,,,25.3,503.9,854.4,519.3,168.8,4.8,6.6,11.3,1.61,82.93,529,97,-5.2,,,,,,1520.2,1045,687,Đồng bằng sông Cửu Long,1023.2,0.835027365,0.164972635,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Long,2016,93.5,14.9,58.5,611.3,847000,571000,487000,473000,827000,1391000,1875000,2642000,5171000,25.5,503.8,853.8,519.1,169.1,6,7.7,13.7,2.03,91.91,694,97.1,0.8,,,827000,5171000,6.3,1525.6,1048.6,687,Đồng bằng sông Cửu Long,1022.9,0.834685698,0.165314302,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Long,2017,94.4,15.7,58.4,610.5,,,,,,,,,,26.1,503.7,853.2,518.9,169.4,2.8,8.1,10.9,1.67,91.87,729,97.1,-3.9,,,,,,1525.7,1050.2,688,Đồng bằng sông Cửu Long,1022.6,0.834343829,0.165656171,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Long,2018,93.1,18.1,58.8,607.9,1159000,680000,688000,563000,1035000,1779000,2368000,3318000,6957000,26,503.8,853,518.9,169.7,2.2,8.8,11,1.83,91.32,743,97.1,-0.8,7192,941,1035000,6957000,6.7,1525.7,1051.8,689,Đồng bằng sông Cửu Long,1022.7,0.834066686,0.165933314,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Long,2019,95.8,15.3,59.4,622.4,1438000,634000,744000,513000,1080000,1765000,2718000,3717000,7380000,26,503.8,852.8,518.8,169.8,4.2,7.4,11.6,1.81,90,319,97.1,-7.7,6855,873,1080000,7380000,6.8,1525.7,1022.6,670,Đồng bằng sông Cửu Long,1022.6,0.83395267,0.16604733,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Long,2020,94.47,15.79,57.62,603.6,,,,,1040450,1863130,2617400,3598010,6917610,26.91,503.94,790.9,519.03,232.07,4.63,7.1,11.73,1.82,90.93,381,97.09,-7.33,5607,1046,1040500,6917600,6.6,1525.73,1022.97,670,Đồng bằng sông Cửu Long,1022.97,0.773140952,0.226859048,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Long,2021,94.21,15.56,55.51,584,,,,,1093620,1912370,2603180,3431800,6863540,26.88,506.97,795.3,522.05,233.72,2.01,8.92,10.93,1.81,90.41,464,97.11,-7.18,4201,787,1093600,6863500,6.3,1525.73,1029.02,674,Đồng bằng sông Cửu Long,1029.02,0.772871276,0.227128724,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Phúc,2007,,,58.1,705.2,,,,,,,,,,,581.4,967.6,592.7,206.5,12.6,4.9,17.5,2,,,98.1,-3.9,,,,,,,,,Ðồng bằng sông Hồng,1174.1,0.824120603,0.175879397,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Phúc,2008,,14.5,58.3,591.5,,,,,,,,,,,492.1,770.9,501.7,222.9,13.4,4.5,17.9,2.1,,,98.1,-3.4,,,,,,,,,Ðồng bằng sông Hồng,993.8,0.775709398,0.224290602,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Phúc,2009,97.3,14.1,59.6,606.3,,,,,,,,,,,494.2,775.8,506.2,224.6,11.7,7.3,19,2.13,,,97.6,-5.7,,,,,,,,,Ðồng bằng sông Hồng,1000.4,0.775489804,0.224510196,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Phúc,2010,97,14.7,59.5,611,519000,256000,317000,140000,419000,684000,995000,1395000,2659000,23.8,501.19,781.96,513.64,232.87,11.5,7.2,18.8,2.06,87.48,,97.58,-2.4,,,419000,2659000,6.3,,,,Ðồng bằng sông Hồng,1014.83,0.770532996,0.229467004,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Phúc,2011,97.4,15.4,59,617.3,,,,,,,,,,,508.44,792.56,521.06,236.95,10.5,7.1,17.7,2.02,,,97.58,-11.7,,,,,,1236.5,1011.4,817.95,Ðồng bằng sông Hồng,1029.51,0.769841964,0.230158036,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Phúc,2012,98.1,19.4,58.8,622.3,784000,373000,517000,193000,629000,1092000,1526000,2018000,4060000,,517.28,802.84,530.11,244.56,11.4,7.3,18.7,2.07,87.88,,97.58,-1.1,,,629000,4060000,6.5,1236.5,1022.4,826.85,Ðồng bằng sông Hồng,1047.4,0.766507542,0.233492458,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Phúc,2013,98.1,20.9,59,631.9,,,,,,,,,,23.7,524.25,810.06,537.25,251.44,11,7,18,2.11,87.85,295,97.58,-0.5,,,,,,1238.6,1029.4,831.1,Ðồng bằng sông Hồng,1061.5,0.76312765,0.23687235,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Phúc,2014,97.7,21.05,60,652.32,1089000,342000,645000,302000,794000,1391000,1902000,2672000,5122000,23.6,529.54,825.77,547.28,251.06,13.6,6.7,20.3,2.44,88.37,274,96.76,0.4,,,794000,5122000,6.5,1237.5,1041.9,842,Ðồng bằng sông Hồng,1076.83,0.766852707,0.233147293,Hơn 2/3 dân số sống tại Nông thôn
